Original Image,MBLLEN Applied,GLADNet Applied,Retinexnet Applied,CE Applied,PPRP Applied,PCA Applied
36.3,46.16,31.26,10.09,45,20,31
56.65,56.16,45.6,23.25,50,32,53
4.37,12.99,6.32,8.14,20,7,6
13.52,20.34,7.5,15.38,11,14,6
2.4,6.1,9.01,21.95,4,10,4
2.69,7.5,12.15,24.01,4,21,18
37.2,51.78,26.51,2.28,22,7,29
6.08,10.14,6.94,12.5,10,7,7
3.27,6.54,6.28,19.52,7,19,13
5.24,5.18,15.09,20.64,4,14,12
50,31.78,34.12,14.83,35,53,12
44.63,57.85,34.22,7.52,51,18,42
58.31,59.28,46.11,17.51,55,29,48
52.71,47.2,24.15,4.48,24,45,14
11.33,28.35,12.55,22.27,2,24,9
30.1,37.41,25.3,18.39,39,21,29
4.99,14.93,7.66,14.96,6,7,6
48.98,51.02,33.34,10.27,41,34,36
5.23,3.85,7.79,15.68,5,8,5
13.28,30.97,4.46,5.03,18,5,13
21.11,39.41,24.31,3.46,37,12,34
13.11,4.7,17.37,30.21,1,23,8
36.75,43.46,26.01,12.88,46,27,24
33.24,38.77,29.78,19.15,45,25,31
3.32,4.23,17.02,21.7,1,25,22
36.97,44.97,27.32,9.17,42,23,34
4,4.28,8.23,17.41,4,8,5
60.14,40.53,28.74,3.3,27,43,13
3.39,13.11,6.46,9.95,13,7,5
11.93,15.32,9.77,14.08,28,11,16
28.44,36.9,25.16,11.59,45,21,40
47.36,52.93,33.42,21.53,48,11,19
7.44,24.25,6.18,8.04,2,13,28
8.27,11.65,11.73,14.59,21,10,11
46.9,59.81,39.21,9.7,43,31,34
56.24,39.12,25.02,24.2,34,35,32
20,29.07,26.11,5.99,31,41,13
35.86,35.89,24.6,13.31,40,29,18
56.19,55.9,51.86,22.98,42,8,37
7.7,10.07,8.58,9.58,17,10,12
58.81,61.48,45.11,19.23,41,18,32
26.12,35.69,11.44,12.1,32,10,24
37.16,46.89,25.72,13.66,27,21,20
29.84,30.39,24.03,13.45,36,19,27
47.86,57.44,33.04,19.96,44,18,34
3.4,22.93,8.3,17.09,12,15,4
50.83,50.15,31.53,7.46,37,12,39
41.92,47.28,30,8.55,41,38,10
11.57,26.75,7.79,16.28,24,22,20
7.97,8.51,9.45,21.18,3,15,21
46.09,43.91,26.67,4.92,36,20,38
47.95,47.77,21.43,8.09,38,22,30
9.22,3.63,11.13,19.72,3,9,5
4.08,3.46,19.47,23.44,2,15,20
10.66,29.26,13.22,1.87,31,4,29
12.42,12.71,12.84,20.58,10,16,15
46.78,45.68,8.79,17.95,12,12,18
26.21,32.07,26.71,9.51,37,25,43
9.06,7.63,7.62,17.72,4,12,29
7.39,18.31,8.97,13.14,15,8,8
12.44,22.6,10.79,14.01,28,11,28
35.15,49.79,23.98,2.91,24,21,30
42.77,46.76,21.82,10.04,39,30,16
39.21,46.94,40.82,11.47,48,48,20
31.27,35.48,17.05,15.68,35,19,18
7.13,9.31,9.78,15.25,4,11,9
20,15,25,19,30,22,25
14.68,39.5,6.24,9.01,28,6,26
4.4,5.09,9.3,17.6,3,8,12
40.76,45.85,27.98,10.79,35,17,35
7.49,8.58,10.97,14.33,11,11,14
43.14,35.75,20.94,4.48,21,25,39
47.36,48.63,37.75,11.52,53,35,48
15.76,27.37,5.46,18.4,19,7,11
69.27,64.49,43.2,8.6,47,36,61
13.38,28.58,12.31,4.26,31,4,16
44.53,51.5,32.7,3.15,41,27,42
9.24,9.28,8.27,14.06,17,8,10
14.83,9.82,8.11,20.88,7,14,10
17.61,19.9,20.92,18.13,12,22,22
8.33,43.96,34.74,20.86,12,23,42
13.4,27.29,6.47,22.24,16,15,19
50.92,57.53,52.18,26.4,55,33,39
12.03,6.23,10.01,15.66,11,8,12
10.47,30.07,15.88,17.93,23,15,16
6.96,9.83,11.12,20.54,7,16,10
54.18,50.69,31.05,10.63,35,23,37
47.57,55.8,34.95,17.37,52,22,35
30.35,27.8,6.54,7.68,27,15,25
16.46,34.46,7.21,13.29,17,6,17
50.63,44.9,16.59,11.66,32,25,27
8.42,17.64,10.91,10.81,12,9,13
25,22.23,23.24,4.69,26,47,13
10.97,15.29,11.15,9.73,25,11,14
7.9,6.82,4.02,11.57,4,10,22
7.13,6.03,9.14,16.07,4,9,6
47.67,48.38,42.93,7.15,43,32,51
30.26,42.38,30.25,8.25,39,25,24
5.76,5.15,6.78,8.79,6,6,10
28.3,40.9,11.37,14.81,28,11,18
29.86,35.8,21.94,13.3,42,28,19
47.99,48.99,32.67,5.47,35,30,44
40.09,50.25,43.42,26.33,47,22,33
41.71,9.61,15.97,6.48,28,35,19
7.75,8.16,7.41,15.33,10,7,13
10.44,18.36,14.75,10.86,28,15,16
49.84,53.57,31.74,12.46,41,34,32
34.57,48.6,22.54,4.34,36,9,27
10.9,7.66,10.4,15.59,23,13,13
9.09,27,40.03,9.32,38,48,34
14.24,19.2,8.32,12.24,7,12,14
5.58,17.82,6.94,14.64,12,7,5
9.14,8.87,21.07,29.08,5,25,21
43.36,49.37,24.19,10.47,38,14,27
52.55,53.36,50.43,19.1,46,21,54
6.04,13.93,7.97,11.92,12,13,11
43.3,47.09,40.45,15.29,46,19,45
7.14,15.2,5.06,9.06,28,7,12
33.36,35.99,23.44,10.62,36,22,26
47.79,49.97,38.48,7.95,42,45,21
7.56,16.48,9.6,13.61,15,8,15
10.22,9.1,12.79,17.69,12,12,15
8.67,10.87,10.46,14.03,17,9,16
2.69,6.18,5.18,11.07,9,7,10
37.67,39.95,30.54,12.38,46,32,25
5.49,45.16,22.09,2.08,23,29,40
42.22,45.16,34.91,16.12,38,45,50
14.85,21.27,19.04,12.86,19,17,15
33.23,41.93,18.88,7,42,16,17
51.95,59.55,33.83,8.09,47,12,33
5.25,3.09,23.52,30.7,2,17,20
3.97,28.23,5.96,9.51,21,8,12
9.47,18.57,7.69,8.21,25,9,10
8.23,11.24,11.2,15.81,6,12,12
6.37,19.6,6.62,11.1,14,6,20
11.11,39.64,17.27,3.6,18,15,42
10.15,5.91,9.69,14.81,12,10,12
42.53,51.96,39.46,14.04,45,38,22
5.22,22.99,5.28,6.56,23,5,8
25.36,35.02,17.04,14.06,28,18,30
6.34,4.37,8.49,10.22,37,25,13
3.91,17.12,11.08,19.34,8,13,9
6.23,7.86,7.83,18.74,14,10,11
46.5,66.36,41.16,18.48,45,26,29
43.95,53.17,40.44,25.72,41,11,47
40.1,47.82,20.51,20.39,32,13,25
23.22,31.39,15.94,18.57,33,15,27
18.12,13.68,10.56,17.58,43,16,22
40.04,51.29,23.2,15.53,36,13,42
14.06,4.96,12.57,20.68,3,19,14
9.13,9.71,8.83,11.27,24,11,11
10.67,27.29,8.34,10.61,24,9,30
8.47,6.55,10.76,17.15,6,13,11
10.94,7.86,15.4,20.09,3,20,14
10.62,17.33,10.58,8.84,14,6,8
23.57,43.97,10.18,7.11,25,7,26
5.72,9.97,13.31,21.18,15,16,8
9.51,9.34,12.7,15.61,4,12,15
65.9,49.66,45.82,31.53,42,9,5
49,52.93,16.77,4.18,33,23,16
4.41,4.99,9.8,22.99,1,10,6
46.04,52.28,27.43,5.97,39,30,47
50.34,55.44,30.58,7.21,40,29,41
18.72,8.98,18.54,25,2,26,9
8.2,34.26,12.93,8.48,31,12,31
23.09,24.11,19.84,10.33,32,38,15
27.08,21.48,14.64,7.07,35,13,16
4.31,21.88,7.47,12.47,10,9,6
28.15,34.29,22.1,11.55,35,26,15
20,15,25,19,30,22,25
39.85,65.11,35.08,12.01,44,8,47
52.86,49.84,30.95,3.56,38,36,46
51.18,55.61,30.71,5.43,42,21,46
4.97,4.48,8.43,15.28,6,9,7
12.48,6.66,14.64,23.61,2,18,11
10.86,10.69,22.89,31.25,2,17,23
35.52,35.44,34.82,5.6,49,40,27
4.87,2.37,7.24,20.01,2,14,19
58.46,27.94,28.65,10.56,40,54,17
42.08,44.73,28.27,7.1,30,22,11
18.2,2.16,4.58,9.29,11,15,21
6.42,11.65,6.59,11.22,6,5,7
15.9,12.7,10.21,29.48,4,16,18
36.18,38.77,21.97,10.99,36,14,26
47.36,50.12,21.57,17,38,29,7
3.43,2.95,16.99,28.64,3,22,26
4.87,19.67,6.68,15.77,9,8,24
6.55,8,10.09,14.07,11,11,7
9.99,17.73,9.99,10.95,19,10,18
22.75,21.9,7.95,6.09,27,9,12
4.15,4.61,7.88,13.32,3,7,12
6.29,21.57,9.71,11.51,25,10,9
38.96,53.57,26.08,3.52,40,23,50
7.84,8.7,7.21,10.94,20,8,14
19.23,32.3,6.13,12.43,23,8,14
14.29,11.68,32.1,5.9,42,54,15
6.06,15.61,6.51,14.58,10,13,12
7.58,8.25,12.46,18.18,12,13,9
54.59,52.32,33.94,19.35,37,18,14
27.1,49.17,22.47,2.52,36,6,39
50.67,39.49,33.79,10.54,39,27,15
64.4,48.63,35.71,12.77,37,50,12
4.71,10.26,9.44,16.65,4,14,21
52.67,41.27,42.52,25.73,28,18,23
6.32,7.05,6.62,9.37,5,7,7
46.12,43.73,22.17,8.54,33,29,16
4.03,37.44,6.02,16.08,14,12,24
7.66,8.12,13.21,18.47,2,16,7
20.32,14.16,5.92,9.41,6,7,8
33.76,48.75,33.19,15.02,32,16,36
55.25,52.23,28.43,15.05,34,47,48
53.85,56.28,29.59,10.66,33,17,34
4.84,15.09,6.77,9.47,3,4,7
38.24,53.64,40.29,11.86,44,16,39
8.95,8.18,10,18.04,7,11,7
46.38,53.32,32.74,14.41,36,7,43
2.52,3.07,6.42,16.94,9,15,15
7.89,9.44,9.59,17.59,8,11,12
30.51,6.58,4.91,9.24,15,11,10
33.38,37.61,18.45,13.23,39,15,28
29.66,34.33,26.62,20.86,42,20,30
7.06,6.23,8.86,17.72,9,10,4
34.24,36.3,25.05,10.36,39,26,32
5.89,12.83,9.91,15,19,11,11
33.33,42.47,50.5,15.14,43,23,46
40.01,48.72,24.84,10.47,46,25,29
49.44,51.88,23.19,7.44,37,18,42
10.52,37.58,7.45,7.01,29,8,29
47.57,46.91,32.27,17.76,41,39,14
47.5,58.32,35.67,6.87,42,38,38
46.98,48.08,37.19,22.08,45,23,30
39.04,39.39,32.79,18.79,42,25,42
14.07,24.25,6.87,9.58,13,13,12
13.01,21.39,4.09,2.4,9,7,5
25.8,42.01,16.3,8.23,25,19,38
21.03,30.75,10.95,4.2,33,13,7
4.61,11.94,5.37,17.92,4,5,14
41.11,48.97,24.62,16.27,40,17,12
28.2,41.86,21.98,1.79,34,16,35
6.07,10.04,6.98,9.42,28,8,6
4.58,3.22,7.07,18.39,5,11,13
6.78,9.89,10.53,18.49,4,9,6
49.97,56.53,33.19,11.37,40,25,48
32.82,41.46,21.29,13.61,38,17,27
41.71,45.43,11.53,2.19,29,23,25
48.09,52.25,29.42,4.75,37,41,25
8.44,17.79,13.12,17.93,2,15,24
7.59,9.58,5.65,11.69,13,8,5
41,50.31,17.35,7.48,26,12,22
24.33,35.18,19.3,7.61,30,12,25
35.99,38.29,16.11,9.51,38,15,18
50.91,38.5,11.27,9.52,21,14,16
13.3,19.33,5.34,14.25,17,11,9
9.29,7.59,14.29,18.26,7,14,16
6.32,7.56,9.71,12.32,3,13,17
17.11,41.54,6.2,6.88,19,7,28
71.29,51.16,32.33,7.31,37,18,46
8.06,11.27,8.95,10.84,20,11,10
62.82,51.23,51.03,33.15,41,13,33
37.89,57.54,25.29,15.25,32,28,52
20.01,32.03,16.3,28.39,2,21,14
54.58,55.52,46.26,15.52,47,13,32
15.84,15.49,11.28,13.5,21,11,9
54.56,57.15,36.7,5.59,37,37,15
8.73,6.92,12.18,21.01,4,15,11
42.33,62.04,20.64,3.37,39,19,26
64.39,41.93,24.54,5.47,27,47,19
7.82,7.46,13.84,27.05,3,15,24
39.23,49.69,28.33,11.32,38,9,27
8.84,18.45,6.39,10.12,40,9,14
51.94,54.04,36.24,12.23,41,27,47
50.17,56.69,32.9,18.14,49,31,29
37.66,42.31,27.94,9.58,37,22,33
51.17,55.25,38.03,12.14,48,42,20
36.25,45.62,12.47,2.51,25,29,20
12.18,20.03,5,12.08,24,10,23
42.72,58.26,30.94,5.65,34,33,43
52.32,55.31,25.98,6.82,51,28,45
4.78,4.5,12.87,21.89,3,13,10
4.41,7.1,18.17,25.72,2,9,22
12.06,6.33,15.5,20.48,4,19,11
41.09,45.26,39.53,20.95,43,19,45
1.9,4.66,14.41,18.75,2,18,26
5.99,29.31,5.53,7.36,14,6,9
8.13,43.13,10.28,8.17,37,11,21
36.43,45.67,29.25,8.04,44,17,41
52.05,21.46,21.75,11.49,32,23,17
12.37,55.81,3.27,8.2,23,5,30
17.65,17.42,8.4,13.25,23,18,10
14.78,13.76,12.43,20.39,18,19,16
45.39,46.96,37.97,13.75,47,31,39
47.41,58.38,27.83,3.05,40,25,46
25.75,34.15,11.04,7.43,26,21,27
55.15,43.6,19.33,8.3,28,13,16
4.77,3.52,13.75,24.47,1,16,5
46.48,56.19,31.45,4.44,43,33,41
20,15,25,19,30,22,25
39.94,55.74,32.94,13.66,47,20,41
42.76,53.37,21.05,10.39,40,14,28
13.92,20.82,12.2,14.08,29,11,12
8.25,7.38,10.8,20.74,3,14,7
44.88,48.35,18.73,3.63,32,22,31
17.68,17.47,5.66,7.89,5,10,9
50.54,51.86,22.35,4.79,30,32,49
13.97,19.25,4.96,9.53,9,5,5
51,53.49,24.4,6.18,34,30,40
3.88,40.92,5.53,6.99,4,10,13
18.29,30.2,5.04,6.28,13,4,4
34.93,38.97,32.25,31.72,40,31,37
47.89,46.32,32.68,17.37,43,21,32
50.28,51.66,27.06,4.89,45,28,42
34.7,24.38,16.06,10.03,35,30,18
17.03,19.46,3.53,9.5,7,11,10
8.08,29.9,6.66,12.06,26,10,30
11.17,8.77,14.36,22.53,6,20,9
6.09,6.44,5.91,9.89,15,5,6
9.9,23.27,6.33,8.41,24,6,7
33.25,64,27.75,3.98,35,27,34
50.13,49.1,29.7,15.2,34,34,34
9.12,6.55,8.09,13.76,17,7,10
38.39,39.08,35.6,22.22,46,18,39
7.25,10.12,10.37,14.02,14,13,9
25.51,29.34,24.86,21.61,32,24,26
37.03,47.95,24.11,3.94,28,18,44
5.78,33.36,8.3,10.32,26,9,14
6.95,7.93,8.1,12.9,8,11,6
2.07,6.34,11.05,22.68,3,6,6
4.26,6.34,9.59,18.38,3,12,5
35.82,45.76,20.25,5.51,32,17,24
7.71,23.91,4.84,9.94,18,6,14
1.36,2.7,8.04,18.03,2,4,6
11.11,55.07,32.94,27.74,49,23,56
10.28,12.21,11.87,19.36,18,14,8
36.94,52.2,12.23,2.54,22,23,24
29.94,48.95,25.78,8.69,42,31,48
9.94,9.37,21.46,26.21,2,23,23
8.76,8.63,8.96,16.2,4,9,6
53.39,55.74,35.91,12.29,49,32,46
29.77,38.63,10.8,6.58,34,10,13
40.14,44.1,31.8,9.96,46,26,27
8.33,40.35,40.45,20.28,47,39,25
52.47,51.73,37.31,5.87,47,21,56
36.83,44.53,35.16,24.15,43,39,30
41.98,43.71,21.69,7.8,38,25,34
6.99,6.08,8.34,16.78,3,9,12
72.71,68.95,33.64,10.5,46,30,36
15.4,16.26,14.1,25.09,2,21,13
23.48,38.84,8.41,5.73,26,10,10
42.37,54.46,38.93,17.51,51,28,47
37.49,41.9,23.07,8.5,35,14,36
50.54,60.38,34.3,9.24,46,11,29
42.23,44.15,24.65,8.79,37,11,36
24.18,40.36,12.87,12.37,32,11,26
33.2,41.61,16.89,8.66,29,12,29
45.65,47.55,38.11,12.64,45,29,45
7.35,7.85,8.78,12.8,8,9,11
47.98,51.97,27.01,5.21,41,19,37
60.51,58.46,23.32,7.67,37,32,48
15.66,7.69,11.57,12.21,25,14,14
6.76,19.45,5.76,5.16,24,6,26
7.4,7.99,4.4,8.85,5,11,16
6.03,17.62,8.26,12.54,23,11,23
41.82,37.87,28.12,12.06,45,43,16
9.68,7.03,9.02,17.51,2,9,11
38.61,49.73,19.86,3.56,23,20,43
2.6,12.37,5.55,9.96,9,9,6
20.9,37.59,11.6,3.44,30,6,34
10.05,11.76,20.42,27.38,3,27,24
44.42,51.3,28.52,11.91,45,16,33
8.66,10.16,8.13,14.63,23,15,15
45.8,55.39,35.81,7.06,45,23,46
44.43,47.79,35.46,18.25,40,37,44
13.76,26.17,14.65,18.48,25,18,22
51.03,49.7,33.45,13.25,38,7,49
47.61,52.84,47.73,18.7,52,37,23
8.1,12.07,7.75,10.93,24,8,9
17.32,44.82,30.18,10.05,37,21,10
35.3,52.19,17.74,12.06,34,12,20
14.24,7.85,15.31,21.36,4,19,15
46.93,51.72,24.9,5.05,37,20,29
49.09,51.06,41.89,13.54,47,15,40
14.69,24.15,3.45,5.86,17,4,23
5.08,10.31,5.33,7.56,14,7,26
31.48,35.85,21.67,11.42,35,23,29
43.68,49.19,35.32,20.15,46,26,39
56.1,55.99,34.93,23.37,54,28,39
39.39,41.95,29.33,10.58,43,23,41
57.6,25.66,35.97,18.31,46,38,16
65.13,24.71,33.27,11.75,45,60,19
38.95,44.11,25.97,9.62,38,30,38
13.46,7.42,16.1,24.01,3,20,13
43.8,54.16,39.11,17.88,52,24,48
49.34,40.58,29.43,12.93,39,28,24
62.57,36.13,54.2,18.9,53,46,60
5.08,6.1,7.23,12.13,13,9,10
50.26,48.61,42.95,31.96,49,36,28
10.14,8.58,23.02,30.32,2,24,23
36.14,37.07,29.32,10.64,33,34,14
38.93,48.58,27.85,4.77,36,23,24
50.57,56.54,40.45,11.9,45,37,36
57.72,53.42,38.54,11.32,53,46,19
42.17,45.95,17.18,10.25,20,18,22
7.85,5.06,6.12,15.1,4,8,3
13.17,45.22,21.59,3.6,32,8,34
32.43,34.18,27.36,18.91,40,21,30
49.76,51.46,40.41,26.31,47,39,34
8.94,8.74,8.65,15.42,5,9,8
52.42,57.02,36.6,20.93,42,35,26
39.2,44.67,9.13,7.54,16,10,11
20.74,17.31,20.41,23.47,5,20,12
26.6,36.91,18.16,13.54,34,13,21
10.8,15.92,9.68,15.51,5,10,15
5.71,6.99,7.14,16.8,6,10,7
4.33,25.17,4.25,8.32,4,2,14
7.54,16.7,7.55,13.97,10,10,10
53.17,61,38.89,24.51,53,30,40
7.88,10.63,9.41,11.1,26,11,12
53.09,33.71,11.06,4.11,23,7,21
6.61,9.56,5.52,16.83,8,9,8
26.61,29.87,4.91,5.36,13,19,8
31.01,50.69,32.98,10.13,39,22,48
40.34,41.34,26,10.79,36,15,38
15.52,25.57,8.26,8.24,21,12,9
3.48,32.59,6.37,16.78,19,13,9
41.27,49.4,33.08,19.08,53,31,31
59.95,47.04,30.9,9.87,35,23,30
2.15,3.19,4.63,12.12,1,3,14
8.52,5.4,20.18,25.04,2,16,25
56.94,52.05,21.63,4.52,35,32,35
45.41,62.78,29.87,10.65,35,17,50
11.12,12.98,9.64,10.8,24,9,8
5.08,16.02,8.43,15.26,3,11,5
46.03,51.89,29.6,5.53,35,31,20
32.55,33.19,22.92,14.07,40,27,25
30.62,38.26,27.46,26.56,44,26,30
59.46,60.87,41.01,26.39,40,14,19
4.59,17.41,5.17,8.56,13,4,10
50.65,57.16,41.24,17.91,41,12,32
8.8,20.16,6.55,10.25,29,10,13
43.29,46.86,23.21,11.46,39,16,29
51.28,57.09,32.37,6.46,33,8,47
29.73,44.54,35.63,16.59,45,36,20
4.67,6.92,10.7,17.54,8,12,8
34.6,37.84,23.69,9.73,30,22,36
45.3,41.26,35.18,14.08,53,32,31
57.84,47.05,26.87,4.85,31,9,15
4.91,14.74,9.33,17.98,13,9,8
48.05,57.33,28.01,8.12,40,33,39
28.54,41.97,33.77,12.57,41,18,40
38.95,45.06,30.18,15.86,42,25,29
44.94,54.65,56.4,22.64,50,50,35
50.59,42.35,15.19,4.19,25,7,15
7.02,14.12,6.2,10.82,17,7,16
62.45,52.44,27.3,11.03,32,50,30
5.01,12.35,7.82,11.72,19,8,7
29.41,33.64,23.33,18.33,39,26,31
44.7,40.4,26.67,10.73,44,15,13
49.28,51.17,33.56,12.18,44,25,39
3.94,6.3,9.07,18.77,3,9,5
13.02,39.08,4.7,16.02,4,12,10
37.07,43.97,26.93,18.35,39,14,34
44.07,41.59,27.53,8.05,39,35,13
45.24,41.64,21.02,11.48,36,25,17
56.05,55.63,36.78,5.44,45,14,41
36.08,52.65,21.25,4.34,37,5,27
30.67,33.8,20.24,14.56,31,23,18
7.18,6.68,15.06,17.87,10,17,10
6.47,5.24,10.56,16.53,4,12,7
5.3,23.42,11.25,19.88,2,19,7
46.97,39.91,24.04,6.16,28,9,28
29.8,45.37,25.07,3.69,34,23,24
44.42,46.19,27.43,12.55,44,28,33
7.47,24.91,5.32,11.13,13,7,13
33.84,44.08,38.05,4.52,38,28,19
3.71,3.26,8.53,15.88,3,4,11
32.39,42.85,17.36,12.14,37,14,29
50.66,58.13,44.91,13,51,39,19
47.13,52.9,33.47,8.34,43,18,45
56.65,38.03,48.49,31.88,49,13,43
5.29,14.44,4.89,11.63,13,8,8
31.95,53.6,22.79,9.59,38,25,40
9.34,25.37,4.69,6.32,7,7,5
21.41,25.92,12.71,11.84,19,17,16
45.33,62.56,31.46,11.37,45,17,50
33.44,42.31,16.57,11.48,43,15,19
9.07,17.16,7.75,10.54,23,11,14
12.45,17.38,5.7,5.42,16,8,6
35.31,37.72,14.6,11.72,24,10,19
6.56,7.99,7.32,11.07,15,7,9
21.25,30.45,15.46,11.39,40,14,17
9.26,7.38,8.19,18.38,9,13,11
43.89,43.54,25.53,11.82,35,24,20
4.12,28.85,10.23,12.94,8,18,7
46.88,40.98,38.45,18.69,43,31,25
47.99,58.77,31.66,5.45,46,15,37
47.23,48.42,25.48,13.26,39,13,18
8.78,5.47,14.04,22.68,3,18,9
18.83,19.3,6.48,9.16,24,9,6
32.32,32.21,9.23,4.28,12,17,18
7.67,10.6,6.4,15.82,7,8,19
15.53,10.43,13.6,17.01,18,17,17
31.64,49.85,23.57,16.75,41,25,21
14.13,30.55,2.63,4.86,17,2,17
40.57,41.2,21.39,14.58,35,18,24
4.85,25.82,10.71,23.8,12,10,14
46.28,49.32,29.65,10.79,50,9,11
7.93,7.44,10.59,16.95,9,10,5
37.73,53.61,19.16,4.14,20,14,37
53.45,57.86,18.11,7.6,30,19,41
45.69,41.18,14.14,8.59,26,21,20
12.51,31.8,4.66,9.87,18,6,14
49.23,55.75,33.98,6.24,40,16,43
2.13,3.98,11.08,19.49,3,17,16
40.02,50.88,16.38,12.09,27,14,41
8.02,5.61,11.12,18,7,11,7
40.27,53.89,28.33,10.27,30,21,45
3.38,4.29,14.23,24.24,2,6,12
33.8,33.91,31.84,23.19,39,23,38
46.73,52.82,32.58,16.71,44,28,41
4.96,12.98,5.48,11.76,13,12,9
10.36,7.03,19.18,22.99,3,22,17
15.66,11.07,13.46,19.73,28,15,17
9.53,7.99,20.08,25.78,3,19,23
35.58,54.74,10.22,3.5,39,13,20
64.23,49.22,47.17,23.34,51,27,39
48.42,56.97,43.21,7.28,41,9,40
6.43,21.01,7.91,11.74,24,7,7
8.97,15.57,5.58,8.82,25,13,8
51.9,45.18,54.19,29.19,52,26,50
33.42,38.37,14.5,13.3,32,11,19
39.52,56.03,19.57,3.17,7,10,6
6.7,6.43,7.43,13.53,3,10,12
6.76,5.74,10.66,18.58,4,11,12
12.01,25.16,4.91,21.98,5,18,11
16.2,12.58,12.19,8.51,35,13,15
8.76,6.27,10.41,19.29,5,15,4
6.83,3.24,10.5,20.53,2,14,22
36.21,29.38,11.91,12.51,32,27,17
35.34,38.55,30.69,13.99,31,14,28
51.67,44.25,17.75,3.66,28,32,18
4.46,27.24,2.59,8.26,5,4,22
47.22,45.68,22.69,3.85,37,10,27
8.18,7.39,10.84,15.83,10,11,12
5.95,5.58,7.22,14.75,13,11,5
37.27,40.18,35.35,17.19,42,34,36
20.78,30.09,10.31,14.22,21,14,14
34.6,25.04,16.07,9.43,32,15,11
25.29,33.29,19.44,12.34,35,11,22
22.55,10.45,5.81,8.26,20,20,10
72.37,18.66,24.31,4.51,35,50,15
22.18,24.58,5.87,9.26,26,6,7
31.35,42.78,31.1,7.8,34,46,15
20,15,25,19,30,22,25
12.48,6.86,12.35,23.1,5,16,9
50.26,53.22,29.94,9.44,19,7,22
14.38,12.15,14.63,20.58,7,13,11
36.46,38.61,29.21,15.62,44,17,31
11.09,17.2,19.89,12.44,11,22,18
5.19,4.75,4.43,2.63,5,7,14
13.54,32.39,8.96,11.45,28,28,24
21.5,15.4,22.58,28.66,6,24,15
51.53,52.43,24.24,8.47,32,22,45
40.8,52.11,5.54,3.17,23,8,4
48.48,55.07,20.84,7.95,30,14,28
58.25,56.82,40.86,10.01,49,30,49
6.1,10.27,8.36,13.67,4,7,17
37.4,28.83,27.92,10.56,31,44,23
8.34,6.64,8.58,15.98,5,8,8
12.62,11.84,8.2,11.71,6,9,11
9.17,8.25,11.86,14.83,10,10,17
41.3,52.13,27.33,6.38,44,23,38
7.27,9.3,7.16,12.7,5,11,6
26.45,32.11,22.15,18.07,38,18,28
41.22,26.6,26.56,15.97,42,43,19
5.66,11.74,6.65,8.96,6,6,5
35.03,46.09,33.37,7.14,41,39,10
33.78,47.2,24.43,9.77,36,16,13
2.68,4.52,9.37,13.18,3,9,9
11.86,41.44,11.54,3.42,6,3,27
3.39,5.85,5.1,12.15,11,6,6
43.94,40.48,11.87,15.57,21,15,24
38.7,42.37,26.27,8.46,37,24,34
62.48,61.19,39.31,15.33,45,33,40
8.4,6.59,9.86,19.5,12,11,7
2.98,26.74,5.85,14.75,10,12,25
22.1,35.68,6.38,5.78,31,5,7
35.83,39.22,10.99,11.59,25,14,19
43.04,55.68,28.63,5,42,25,40
42.77,31.53,14.71,4.17,31,32,35
6.45,9.11,10.65,17.1,15,11,8
30.95,44.37,27.9,7.07,31,34,22
4.32,9.79,6.71,13.98,13,8,8
2.01,2.2,7.58,17.02,2,6,8
45.6,55.7,40.83,17.75,51,22,43
47.31,59.24,29.98,5.07,33,27,30
25.34,33.42,12.21,19.4,20,12,23
32.03,35.49,22.97,10.07,31,25,15
39.15,51.52,21.62,4.81,35,21,29
6.68,5.25,10.13,21.26,3,15,9
61.72,53.51,28.04,6.29,32,26,34
40.22,43.45,26.05,7.22,44,26,12
55.92,36.37,30,7.61,35,33,42
28.54,28.8,20.43,18.34,33,14,22
56.42,57.65,35.52,4.68,39,45,28
5.25,13.79,8.12,13.82,5,9,10
41.38,58.58,33.37,12.85,39,13,31
5.74,13.53,6.91,8.01,19,7,8
51.01,58.02,34,13.42,46,15,34
11.96,25.78,7.91,12.59,26,11,16
58.51,43.78,17.6,3.48,26,25,24
16.72,26.31,5.79,8.72,20,7,5
10.16,5.44,13.59,17.27,4,12,8
38.79,54.36,18.37,5.57,38,12,32
4.6,18.1,5.9,5.19,13,7,20
24.26,18.61,25.17,29.96,5,31,18
8.29,18.3,2.86,7.78,5,4,4
19.46,29.34,12.35,3.17,39,7,20
7.39,25.29,5.45,12.99,10,9,22
25.69,42.41,12.35,4.54,26,9,12
9.84,8.56,9.14,15.81,17,12,16
11.06,27.91,7.92,16.08,7,11,14
9.43,36.88,3.78,5.1,23,5,12
7.89,15.3,9.47,11.23,25,14,22
32.99,36.59,23.21,10.92,38,18,28
15.01,9.93,15.79,18.74,3,18,14
12.47,8.43,13.88,15.12,7,15,17
39.09,41.18,23.94,15.48,35,16,24
17.78,43.24,16.71,5.96,15,20,6
7.64,8.39,6.22,10.38,21,7,6
12.53,16.43,8.98,10.48,31,8,9
35.27,35.62,20,9.66,37,8,17
11.41,29.59,6.11,10.47,5,5,9
50.05,37.82,12.66,17.67,19,15,21
57.59,62.08,29.19,24.27,47,31,12
43.01,55.32,35.46,18.1,29,32,50
27.97,47.07,27.97,3.65,47,17,26
12.71,8.51,12.84,19.38,20,14,8
